,State,Year,Quarter,District,Count,Amount
15158,Telangana,2023,1,jangaon district,12351227,23145397276.0
15159,Telangana,2023,1,bhadradri kothagudem district,22418842,43557678197.0
15160,Telangana,2023,1,warangal rural district,12016227,22834798897.0
15161,Telangana,2023,1,kumuram bheem asifabad district,5909863,10044534284.0
15162,Telangana,2023,1,nizamabad district,29666757,63849185228.0
15163,Telangana,2023,1,adilabad district,8551063,15398896200.0
15164,Telangana,2023,1,rajanna sircilla district,10183528,21218010068.0
15165,Telangana,2023,1,nagarkurnool district,16468215,33921691728.0
15166,Telangana,2023,1,peddapalle district,19710259,35406206858.0
15167,Telangana,2023,1,nirmal district,9787939,22071363346.0
15168,Telangana,2023,1,mahabubabad district,11587757,22017320496.0
15169,Telangana,2023,1,sangareddy district,64762361,104869739922.0
15170,Telangana,2023,1,wanaparthy district,8804989,17989989453.0
15171,Telangana,2023,1,vikarabad district,13708676,24552396986.0
15172,Telangana,2023,1,jagtial district,15662651,35845164854.0
15173,Telangana,2023,1,yadadri bhuvanagiri district,20689510,39018954621.0
15174,Telangana,2023,1,medak district,12213260,21898099820.0
15175,Telangana,2023,1,mahbubnagar district,20251207,36515013116.0
15176,Telangana,2023,1,jaya shankar bhalupally district,7882159,15652293575.0
15177,Telangana,2023,1,warangal urban district,47328651,87860641183.0
15178,Telangana,2023,1,rangareddy district,329344012,487359310308.0
15179,Telangana,2023,1,hyderabad district,286887382,415188829698.0
15180,Telangana,2023,1,suryapet district,21355436,41818830882.0
15181,Telangana,2023,1,jogulamba gadwal district,8673538,18345295705.0
15182,Telangana,2023,1,kamareddy district,14043426,27636092025.0
15183,Telangana,2023,1,mulugu district,4771054,10133379673.0
15184,Telangana,2023,1,medchal malkajgiri district,256028955,382423152200.0
15185,Telangana,2023,1,karimnagar district,30992192,60096322074.0
15186,Telangana,2023,1,mancherial district,20046172,36907254929.0
15187,Telangana,2023,1,siddipet district,24660934,48406373565.0
15188,Telangana,2023,1,khammam district,31419139,62870355301.0
15189,Telangana,2023,2,narayanpet district,6909971,14616919263.0
15190,Telangana,2023,2,nalgonda district,41962395,82903124781.0
15191,Telangana,2023,2,jangaon district,14146351,26609770148.0
15192,Telangana,2023,2,bhadradri kothagudem district,25871023,47972823799.0
15193,Telangana,2023,2,warangal rural district,13385181,24985013737.0
15194,Telangana,2023,2,kumuram bheem asifabad district,6747324,10837144939.0
15195,Telangana,2023,2,nizamabad district,34994548,75596623775.0
15196,Telangana,2023,2,adilabad district,9925498,17662880437.0
15197,Telangana,2023,2,rajanna sircilla district,11891159,23728163098.0
15198,Telangana,2023,2,nagarkurnool district,18857244,37948055779.0
15199,Telangana,2023,2,peddapalle district,22555741,38978138316.0
15200,Telangana,2023,2,nirmal district,11368138,25381861539.0
15201,Telangana,2023,2,mahabubabad district,13158453,24114183880.0
15202,Telangana,2023,2,sangareddy district,75850320,121290909918.0
15203,Telangana,2023,2,wanaparthy district,10142299,20018297096.0
15204,Telangana,2023,2,vikarabad district,16157969,27883452832.0
15205,Telangana,2023,2,jagtial district,18288029,40893708527.0
15206,Telangana,2023,2,yadadri bhuvanagiri district,24175923,45257907308.0
15207,Telangana,2023,2,medak district,14637759,25974323819.0
15208,Telangana,2023,2,mahbubnagar district,23297956,41417881674.0
15209,Telangana,2023,2,jaya shankar bhalupally district,8720801,16438739776.0
15210,Telangana,2023,2,warangal urban district,53361513,97631245668.0
15211,Telangana,2023,2,rangareddy district,384456496,561147925919.0
15212,Telangana,2023,2,hyderabad district,328016262,467328236325.0
15213,Telangana,2023,2,suryapet district,24674139,49246226924.0
15214,Telangana,2023,2,jogulamba gadwal district,10142849,21014963335.0
15215,Telangana,2023,2,kamareddy district,16638930,32848062463.0
15216,Telangana,2023,2,mulugu district,5285601,10702236197.0
15217,Telangana,2023,2,medchal malkajgiri district,296231089,434043629718.0
15218,Telangana,2023,2,karimnagar district,35552008,67773079796.0
15219,Telangana,2023,2,mancherial district,22723969,39856360752.0
15220,Telangana,2023,2,siddipet district,28696623,54855659978.0
15221,Telangana,2023,2,khammam district,36607410,71192383492.0
15222,Telangana,2023,3,narayanpet district,7703822,14828719991.0
15223,Telangana,2023,3,nalgonda district,46150123,83538473626.0
15224,Telangana,2023,3,jangaon district,14999210,26570211115.0
15225,Telangana,2023,3,bhadradri kothagudem district,29094213,50276318228.0
15226,Telangana,2023,3,warangal rural district,14114843,24934651412.0
15227,Telangana,2023,3,kumuram bheem asifabad district,7668822,11364405185.0
15228,Telangana,2023,3,nizamabad district,37772113,74042361319.0
15229,Telangana,2023,3,adilabad district,11223859,17957207912.0
15230,Telangana,2023,3,rajanna sircilla district,12792742,24853551821.0
15231,Telangana,2023,3,nagarkurnool district,20682884,38220652985.0
15232,Telangana,2023,3,peddapalle district,24425865,41406372662.0
15233,Telangana,2023,3,nirmal district,12575625,25812185559.0
15234,Telangana,2023,3,mahabubabad district,14152370,24121112375.0
15235,Telangana,2023,3,sangareddy district,86831652,129280748237.0
15236,Telangana,2023,3,wanaparthy district,10889643,20163964006.0
15237,Telangana,2023,3,vikarabad district,17488999,28077471507.0
15238,Telangana,2023,3,jagtial district,19623996,42081154014.0
15239,Telangana,2023,3,yadadri bhuvanagiri district,26071562,46297002246.0
15240,Telangana,2023,3,medak district,15389129,25594825694.0
15241,Telangana,2023,3,mahbubnagar district,26016185,43270672047.0
15242,Telangana,2023,3,jaya shankar bhalupally district,9554915,17824562824.0
15243,Telangana,2023,3,warangal urban district,58807111,102993525406.0
15244,Telangana,2023,3,rangareddy district,439381886,615864362548.0
15245,Telangana,2023,3,hyderabad district,371834420,505153023373.0
15246,Telangana,2023,3,suryapet district,27124712,49132910855.0
15247,Telangana,2023,3,jogulamba gadwal district,11749521,22100753338.0
15248,Telangana,2023,3,kamareddy district,17517673,31268361694.0
15249,Telangana,2023,3,mulugu district,5736746,10708908815.0
15250,Telangana,2023,3,medchal malkajgiri district,341559058,477958010169.0
15251,Telangana,2023,3,karimnagar district,39168527,71587338439.0
15252,Telangana,2023,3,mancherial district,25376026,43472522006.0
15253,Telangana,2023,3,siddipet district,31010716,57176670840.0
15254,Telangana,2023,3,khammam district,40556956,72269888825.0
15255,Telangana,2023,4,narayanpet district,8633391,17028938556.0
15256,Telangana,2023,4,nalgonda district,51511022,97170343461.0
15257,Telangana,2023,4,jangaon district,17087143,31608229273.0
15258,Telangana,2023,4,bhadradri kothagudem district,33075338,56202802836.0
15259,Telangana,2023,4,warangal rural district,16122643,28084276823.0
15260,Telangana,2023,4,kumuram bheem asifabad district,8659007,12409526929.0
15261,Telangana,2023,4,nizamabad district,43071426,88928491816.0
15262,Telangana,2023,4,adilabad district,12424951,19675009766.0
15263,Telangana,2023,4,rajanna sircilla district,14910772,29238386038.0
15264,Telangana,2023,4,nagarkurnool district,23146650,42830716592.0
15265,Telangana,2023,4,peddapalle district,27564769,46445316687.0
15266,Telangana,2023,4,nirmal district,14040450,28057511402.0
15267,Telangana,2023,4,mahabubabad district,16067938,26974493007.0
15268,Telangana,2023,4,sangareddy district,96204412,142932848259.0
15269,Telangana,2023,4,wanaparthy district,12672875,23335949819.0
15270,Telangana,2023,4,vikarabad district,19695272,31360648755.0
15271,Telangana,2023,4,jagtial district,22331060,47715073319.0
15272,Telangana,2023,4,yadadri bhuvanagiri district,28984449,53121750784.0
15273,Telangana,2023,4,medak district,17837494,30550788297.0
15274,Telangana,2023,4,mahbubnagar district,28894213,48389126301.0
15275,Telangana,2023,4,jaya shankar bhalupally district,10770866,18993363140.0
15276,Telangana,2023,4,warangal urban district,64109092,110672394295.0
15277,Telangana,2023,4,rangareddy district,460487052,647241284036.0
15278,Telangana,2023,4,hyderabad district,388720083,532414580487.0
15279,Telangana,2023,4,suryapet district,30560826,57848621131.0
15280,Telangana,2023,4,jogulamba gadwal district,13040977,23690559475.0
15281,Telangana,2023,4,kamareddy district,20414647,38943814040.0
15282,Telangana,2023,4,mulugu district,6508465,11297924794.0
15283,Telangana,2023,4,medchal malkajgiri district,362103399,502048775975.0
15284,Telangana,2023,4,karimnagar district,43037506,78614458394.0
15285,Telangana,2023,4,mancherial district,28993967,48694637043.0
15286,Telangana,2023,4,siddipet district,34702592,64665935653.0
15287,Telangana,2023,4,khammam district,44437431,79230897582.0
15288,Telangana,2024,1,narayanpet district,10201467,18611158908.0
15289,Telangana,2024,1,nalgonda district,57098940,98606283408.0
15290,Telangana,2024,1,jangaon district,19229618,33216071370.0
15291,Telangana,2024,1,bhadradri kothagudem district,37673480,60863648013.0
15292,Telangana,2024,1,warangal rural district,18625583,31578013498.0
15293,Telangana,2024,1,kumuram bheem asifabad district,10139006,15133371618.0
15294,Telangana,2024,1,nizamabad district,47460405,88712501584.0
15295,Telangana,2024,1,adilabad district,14751478,24468786633.0
15296,Telangana,2024,1,rajanna sircilla district,16679313,30008554008.0
15297,Telangana,2024,1,nagarkurnool district,26142010,46808593282.0
15298,Telangana,2024,1,peddapalle district,30184794,46949256564.0
15299,Telangana,2024,1,nirmal district,17001564,33494947489.0
15300,Telangana,2024,1,mahabubabad district,18428448,30123718944.0
15301,Telangana,2024,1,sangareddy district,107498888,152357205148.0
15302,Telangana,2024,1,wanaparthy district,14465541,25455299068.0
15303,Telangana,2024,1,vikarabad district,22963261,36634035157.0
15304,Telangana,2024,1,jagtial district,24691535,50258067293.0
15305,Telangana,2024,1,yadadri bhuvanagiri district,32381047,53908150311.0
15306,Telangana,2024,1,medak district,19795126,31042128010.0
15307,Telangana,2024,1,mahbubnagar district,32817864,51064311781.0
15308,Telangana,2024,1,jaya shankar bhalupally district,12118427,20800623867.0
15309,Telangana,2024,1,warangal urban district,70551596,114560592674.0
15310,Telangana,2024,1,rangareddy district,488047529,658571093582.0
15311,Telangana,2024,1,hyderabad district,402314318,527685058004.0
15312,Telangana,2024,1,suryapet district,34201948,58977021106.0
15313,Telangana,2024,1,jogulamba gadwal district,15209824,26837232472.0
15314,Telangana,2024,1,kamareddy district,22155140,37572705737.0
15315,Telangana,2024,1,mulugu district,8605687,15199452325.0
15316,Telangana,2024,1,medchal malkajgiri district,380041109,499878493547.0
15317,Telangana,2024,1,karimnagar district,46640034,78799936388.0
15318,Telangana,2024,1,mancherial district,32326866,52253609240.0
15319,Telangana,2024,1,siddipet district,38675119,67849417784.0
15320,Telangana,2024,1,khammam district,50268342,85489962260.0
15321,Tripura,2018,1,unakoti district,5068,4349605.99414449
15322,Tripura,2018,1,khowai district,8838,7242490.357963288
15323,Tripura,2018,1,sepahijala district,14107,13224752.635975957
15324,Tripura,2018,1,north tripura district,9915,10869174.626601541
15325,Tripura,2018,1,dhalai district,9195,8812172.047209244
15326,Tripura,2018,1,south tripura district,18338,13785118.334229637
15327,Tripura,2018,1,gomati district,12229,11277259.25510255
15328,Tripura,2018,1,west tripura district,70467,68418341.27939591
15329,Tripura,2018,2,unakoti district,9198,6923396.262354778
15330,Tripura,2018,2,khowai district,11440,12338889.10193297
15331,Tripura,2018,2,sepahijala district,18815,23613654.490828905
15332,Tripura,2018,2,north tripura district,13859,16015790.907680929
15333,Tripura,2018,2,dhalai district,14563,15283111.134383248
15334,Tripura,2018,2,south tripura district,22366,18977158.301921178
15335,Tripura,2018,2,gomati district,16000,15955619.883351957
15336,Tripura,2018,2,west tripura district,108318,127784098.633682
15337,Tripura,2018,3,unakoti district,29360,19643274.575087894
15338,Tripura,2018,3,khowai district,14941,21548759.427429266
15339,Tripura,2018,3,sepahijala district,33646,39779005.11547229
15340,Tripura,2018,3,north tripura district,25747,30157424.752639703
15341,Tripura,2018,3,dhalai district,22350,31331691.36689817
15342,Tripura,2018,3,south tripura district,49250,45613113.08085984
15343,Tripura,2018,3,gomati district,34380,36259157.953162886
15344,Tripura,2018,3,west tripura district,168029,229530961.76904225
15345,Tripura,2018,4,unakoti district,22714,18120450.88253949
15346,Tripura,2018,4,khowai district,26880,33718919.53354463
15347,Tripura,2018,4,sepahijala district,53688,62851730.0512325
15348,Tripura,2018,4,north tripura district,34385,44032488.77566351
15349,Tripura,2018,4,dhalai district,28775,46429185.35186546
15350,Tripura,2018,4,south tripura district,49820,66095950.12312652
15351,Tripura,2018,4,gomati district,38970,48523976.18040443
15352,Tripura,2018,4,west tripura district,192827,305112898.56606925
15353,Tripura,2019,1,unakoti district,24562,28789584.83707358
15354,Tripura,2019,1,khowai district,36291,41097809.268162064
15355,Tripura,2019,1,sepahijala district,65545,79750942.69844744
15356,Tripura,2019,1,north tripura district,35513,53359801.416677624
15357,Tripura,2019,1,dhalai district,33295,57107027.86254052
15358,Tripura,2019,1,south tripura district,64445,78239589.10235174
15359,Tripura,2019,1,gomati district,51994,62247963.56023826
15360,Tripura,2019,1,west tripura district,269281,356302222.87033004
15361,Tripura,2019,2,unakoti district,20264,29942709.57518096
15362,Tripura,2019,2,khowai district,27357,39594573.11367641
15363,Tripura,2019,2,sepahijala district,51675,91802336.89096056
15364,Tripura,2019,2,north tripura district,34750,57253647.84893566
15365,Tripura,2019,2,dhalai district,35446,57168085.150431305
15366,Tripura,2019,2,south tripura district,58687,93657802.46878463
15367,Tripura,2019,2,gomati district,44671,72233524.18215181
15368,Tripura,2019,2,west tripura district,259708,400168803.61725503
15369,Tripura,2019,3,unakoti district,24817,37601399.539157376
15370,Tripura,2019,3,khowai district,31061,48267493.19735643
15371,Tripura,2019,3,sepahijala district,64021,100769508.41196786
